City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Mysuru,Accessories,Speaker,24.0,2646,35380,2025-09-18
Surat,Electronics,Smartphone,35.0,713,24955,2025-07-04
Bengaluru,Accessories,Keyboard,22.0,2749,35757,2025-09-27
Chennai,Electronics,Monitor,21.0,4746,73798,2025-12-10
Chennai,Home Appliances,Mixer,5.0,3778,18890,2025-03-25
Bengaluru,Fashion,T-Shirt,20.0,6325,38550,2025-09-05
Chennai,Fashion,T-Shirt,10.0,4421,44210,2025-01-13
Mysuru,Fashion,Watch,8.0,5536,44288,2025-05-21
Bengaluru,Accessories,Headphones,40.0,1611,64440,2025-02-26
Mumbai,Home Appliances,Mixer,14.0,2632,36848,2025-01-04
Pune,Home Appliances,Fan,28.0,6832,191296,2025-05-05
Patna,Home Appliances,Fan,2.0,623,1246,2025-11-02
Patna,Fashion,Jeans,40.0,6994,188573,2025-01-28
Kochi,Electronics,Camera,26.0,490,12740,2025-10-18
Lucknow,Accessories,Headphones,11.0,6254,68794,2025-11-15
Kolkata,Home Appliances,Mixer,18.0,1186,21348,2025-04-18
Chennai,Fashion,Watch,32.0,6600,58679,2025-04-16
Mumbai,Accessories,Headphones,26.0,6696,174096,2025-06-10
Kolkata,Electronics,Camera,25.0,7822,159555,2025-08-09
Mumbai,Electronics,Monitor,37.0,7710,220856,2025-04-10
Hyderabad,Home Appliances,Fan,3.0,851,2553,2025-08-01
Bengaluru,Electronics,Camera,7.0,3631,25417,2025-04-17
Mysuru,Home Appliances,Fan,17.0,389,6613,2025-02-25
Jaipur,Accessories,Speaker,3.0,3596,10788,2025-08-21
Jaipur,Home Appliances,Fan,39.0,2028,79092,2025-10-18
Bhopal,Fashion,Jeans,17.0,5001,85017,2025-11-05
Hyderabad,Fashion,Shoes,20.0,6760,42425,2025-03-14
Bengaluru,Fashion,Jeans,28.0,1647,24905,2025-01-09
Jaipur,Electronics,Monitor,6.0,5299,31794,2025-08-28
Chennai,Home Appliances,Fan,12.0,3739,44868,2025-10-02
Bengaluru,Home Appliances,Fan,17.0,2146,36482,2025-05-22
Patna,Fashion,T-Shirt,23.0,5555,32019,2025-09-19
Jaipur,Accessories,Keyboard,1.0,6016,6016,2025-09-03
Patna,Accessories,Keyboard,30.0,2754,82620,2025-02-27
Chennai,Fashion,T-Shirt,29.0,748,21692,2025-01-14
Bhopal,Accessories,Mouse,11.0,184,2024,2025-07-03
Chennai,Electronics,Camera,30.0,3394,8378,2025-08-14
Chennai,Fashion,Watch,30.0,126,3780,2025-07-19
Kochi,Fashion,Jeans,20.0,1408,28160,2025-06-20
Kochi,Fashion,T-Shirt,37.0,3724,130243,2025-11-26
Bengaluru,Accessories,Mouse,20.0,4123,3427,2025-04-12
Pune,Fashion,T-Shirt,35.0,660,23100,2025-03-02
Delhi,Accessories,Speaker,12.0,5705,68460,2025-09-08
Kolkata,Fashion,T-Shirt,31.0,7923,74642,2025-03-05
Mumbai,Fashion,T-Shirt,24.0,3192,15194,2025-06-14
Lucknow,Electronics,Camera,38.0,4779,181602,2025-01-06
Surat,Accessories,Headphones,12.0,6283,75396,2025-09-27
Bengaluru,Home Appliances,Mixer,2.0,3485,6970,2025-03-27
Kolkata,Accessories,Speaker,9.0,3653,24682,2025-06-26
Bhopal,Fashion,Watch,36.0,1248,44928,2025-05-22
Kolkata,Home Appliances,Fan,40.0,395,15800,2025-05-19
Mumbai,Home Appliances,Air Cooler,11.0,7063,77693,2025-03-14
Pune,Fashion,Watch,13.0,2917,37921,2025-08-10
Lucknow,Fashion,Watch,29.0,4758,137982,2025-12-28
Mysuru,Fashion,Watch,35.0,278,9730,2025-01-05
Mysuru,Electronics,Monitor,22.0,1882,41404,2025-08-13
Bhopal,Accessories,Speaker,13.0,7543,98059,2025-04-22
Patna,Home Appliances,Fan,9.0,2099,18891,2025-11-14
Hyderabad,Electronics,Tablet,21.0,4805,100905,2025-04-06
Surat,Accessories,Keyboard,26.0,4662,121212,2025-04-16
Chennai,Home Appliances,Mixer,3.0,6416,19248,2025-06-03
Hyderabad,Fashion,Shoes,8.0,4975,39800,2025-06-13
Ahmedabad,Fashion,Watch,16.0,1360,21760,2025-04-10
Delhi,Home Appliances,Fan,29.0,1954,56666,2025-09-18
Surat,Accessories,Keyboard,13.0,242,3146,2025-11-27
Patna,Fashion,Jeans,8.0,3146,25168,2025-09-10
Jaipur,Home Appliances,Air Cooler,2.0,7350,14700,2025-11-27
Pune,Fashion,Shoes,20.0,390,7800,2025-11-21
Kolkata,Fashion,Watch,35.0,1970,68950,2025-07-01
Surat,Electronics,Tablet,2.0,1128,2256,2025-12-02
Delhi,Fashion,Jeans,14.0,5106,71484,2025-04-03
Jaipur,Fashion,T-Shirt,14.0,966,13524,2025-05-11
Jaipur,Fashion,Shoes,5.0,1934,9670,2025-02-11
Mysuru,Accessories,Mouse,5.0,7627,38135,2025-05-20
Pune,Fashion,Shoes,1.0,2478,2478,2025-01-11
Kolkata,Home Appliances,Air Cooler,23.0,555,12765,2025-01-15
Chennai,Accessories,Keyboard,17.0,7376,4273,2025-07-14
Ahmedabad,Fashion,Jeans,8.0,6175,49400,2025-05-06
Ahmedabad,Home Appliances,Air Cooler,34.0,7671,168154,2025-05-06
Mumbai,Electronics,Smartphone,5.0,2942,14710,2025-03-19
Ahmedabad,Electronics,Camera,26.0,250,6500,2025-03-28
Kolkata,Home Appliances,Mixer,6.0,7837,28070,2025-05-09
Ahmedabad,Home Appliances,Fan,8.0,7867,62936,2025-05-11
Ahmedabad,Home Appliances,Fan,36.0,3494,125784,2025-12-27
Mysuru,Electronics,Monitor,36.0,5110,34114,2025-05-13
Mumbai,Electronics,Smartphone,3.0,126,378,2025-11-22
Bhopal,Accessories,Headphones,5.0,5639,8379,2025-11-10
Mysuru,Accessories,Headphones,34.0,3514,119476,2025-08-10
Ahmedabad,Electronics,Smartphone,10.0,739,7390,2025-06-09
Kolkata,Fashion,Shoes,10.0,2440,24400,2025-07-06
Jaipur,Home Appliances,Air Cooler,21.0,2569,53949,2025-06-27
Ahmedabad,Home Appliances,Mixer,3.0,4936,14808,2025-06-27
Jaipur,Electronics,Monitor,34.0,4361,73803,2025-09-24
Hyderabad,Fashion,Shoes,14.0,2052,28728,2025-10-23
Bhopal,Electronics,Camera,10.0,3122,31220,2025-10-11
Chennai,Electronics,Smartphone,18.0,5053,90954,2025-11-25
Hyderabad,Home Appliances,Mixer,6.0,7178,26970,2025-02-18
Kolkata,Accessories,Headphones,3.0,4001,12003,2025-05-23
Surat,Home Appliances,Fan,29.0,1598,46342,2025-12-08
Surat,Home Appliances,Mixer,11.0,7882,66960,2025-02-04
Lucknow,Electronics,Tablet,11.0,741,8151,2025-11-02
Kolkata,Accessories,Keyboard,3.0,2006,6018,2025-06-08
Hyderabad,Fashion,Watch,8.0,6838,54704,2025-01-21
Chennai,Fashion,Jeans,19.0,2276,43244,2025-03-06
Chennai,Electronics,Monitor,30.0,5525,165750,2025-11-09
Chennai,Electronics,Tablet,4.0,4756,19024,2025-11-20
Chennai,Electronics,Monitor,35.0,5346,10399,2025-10-01
Pune,Home Appliances,Mixer,16.0,1745,27920,2025-01-26
Bhopal,Electronics,Laptop,12.0,7676,92112,2025-09-14
Lucknow,Fashion,Watch,2.0,2508,5016,2025-04-21
Kolkata,Home Appliances,Mixer,32.0,7646,216892,2025-03-06
Kochi,Electronics,Smartphone,24.0,2176,52224,2025-04-10
Hyderabad,Fashion,Jeans,33.0,3990,131670,2025-05-13
Delhi,Home Appliances,Mixer,22.0,1064,23408,2025-11-23
Pune,Home Appliances,Air Cooler,1.0,7141,7141,2025-10-17
Bengaluru,Accessories,Keyboard,17.0,5152,87584,2025-05-05
Chennai,Electronics,Monitor,26.0,7871,106217,2025-01-11
Mysuru,Electronics,Smartphone,38.0,7392,207078,2025-01-03
Bengaluru,Electronics,Laptop,7.0,2672,18704,2025-02-06
Jaipur,Accessories,Speaker,31.0,6085,106509,2025-04-21
Chennai,Fashion,T-Shirt,24.0,1844,43615,2025-06-05
Chennai,Accessories,Speaker,24.0,2811,58557,2025-10-21
Bengaluru,Fashion,Jeans,27.0,819,22113,2025-01-03
Mysuru,Electronics,Monitor,1.0,3755,3755,2025-09-07
Surat,Fashion,Shoes,17.0,1906,32402,2025-10-16
Kochi,Home Appliances,Fan,16.0,3043,48688,2025-09-22
Mumbai,Electronics,Monitor,6.0,3729,22374,2025-04-12
Mysuru,Home Appliances,Mixer,22.0,1571,34562,2025-12-26
Bhopal,Accessories,Speaker,25.0,1510,37750,2025-11-05
Surat,Fashion,Shoes,11.0,7874,86614,2025-07-03
Lucknow,Fashion,Shoes,38.0,3227,27855,2025-09-02
Patna,Accessories,Headphones,25.0,6942,142095,2025-04-15
Lucknow,Fashion,Shoes,7.0,2345,16415,2025-06-21
Mysuru,Home Appliances,Air Cooler,38.0,6351,34010,2025-02-13
Mumbai,Accessories,Keyboard,13.0,716,9308,2025-07-27
Chennai,Accessories,Keyboard,1.0,7502,7502,2025-12-18
Hyderabad,Fashion,Jeans,3.0,809,2427,2025-07-17
Bhopal,Accessories,Mouse,34.0,7788,61468,2025-06-01
Surat,Home Appliances,Air Cooler,30.0,116,3480,2025-07-01
Ahmedabad,Electronics,Camera,9.0,7623,68607,2025-12-25
Ahmedabad,Accessories,Headphones,20.0,2082,41640,2025-11-03
Bhopal,Home Appliances,Fan,15.0,1472,22080,2025-05-07
Chennai,Electronics,Monitor,3.0,2314,6942,2025-05-05
Chennai,Home Appliances,Mixer,35.0,424,14840,2025-09-14
Kolkata,Home Appliances,Mixer,11.0,4039,44429,2025-07-20
Kochi,Accessories,Speaker,33.0,275,9075,2025-11-11
Pune,Home Appliances,Air Cooler,17.0,6525,45446,2025-02-27
Mumbai,Fashion,Shoes,24.0,7680,160812,2025-12-18
Surat,Fashion,Jeans,14.0,4965,15036,2025-04-27
Lucknow,Fashion,Watch,36.0,6296,21380,2025-11-10
Chennai,Accessories,Keyboard,21.0,3160,66360,2025-05-09
Lucknow,Home Appliances,Fan,40.0,3562,142480,2025-09-20
Kolkata,Accessories,Headphones,11.0,3343,36773,2025-03-11
Mysuru,Accessories,Keyboard,21.0,2262,47502,2025-09-06
Jaipur,Home Appliances,Fan,34.0,6018,131392,2025-03-20
Bengaluru,Home Appliances,Air Cooler,24.0,6431,87416,2025-04-06
Kolkata,Electronics,Monitor,40.0,5436,217440,2025-11-09
Chennai,Electronics,Tablet,18.0,2997,53946,2025-11-09
Lucknow,Electronics,Camera,7.0,3226,22582,2025-03-02
Mumbai,Home Appliances,Mixer,34.0,7413,71421,2025-10-25
Bengaluru,Accessories,Keyboard,21.0,3582,75222,2025-06-23
Surat,Electronics,Monitor,8.0,3460,27680,2025-02-08
Lucknow,Electronics,Monitor,27.0,3240,87480,2025-06-12
Pune,Accessories,Mouse,30.0,3956,118680,2025-07-03
Pune,Accessories,Headphones,18.0,6095,36949,2025-01-02
Kolkata,Home Appliances,Mixer,37.0,2368,87616,2025-04-07
Hyderabad,Fashion,Shoes,23.0,3617,83191,2025-11-10
Mumbai,Electronics,Monitor,19.0,3222,20744,2025-04-24
Mumbai,Home Appliances,Air Cooler,31.0,3005,93155,2025-09-12
Ahmedabad,Home Appliances,Air Cooler,12.0,3361,40332,2025-03-17
Bhopal,Home Appliances,Mixer,2.0,6041,12082,2025-08-13
Surat,Home Appliances,Mixer,25.0,1608,40200,2025-09-21
Patna,Fashion,Jeans,24.0,1204,28896,2025-12-02
Pune,Accessories,Speaker,21.0,443,9303,2025-11-01
Hyderabad,Electronics,Tablet,6.0,3864,23184,2025-04-15
Mysuru,Fashion,Shoes,16.0,2991,47856,2025-07-24
Kochi,Home Appliances,Fan,36.0,3381,12651,2025-12-26
Lucknow,Electronics,Smartphone,5.0,6353,31765,2025-02-27
Hyderabad,Accessories,Speaker,26.0,1869,48594,2025-08-02
Pune,Accessories,Mouse,5.0,2833,14165,2025-09-02
Kochi,Fashion,Shoes,22.0,2370,52140,2025-11-05
Chennai,Fashion,T-Shirt,21.0,4708,98868,2025-10-14
Surat,Fashion,Jeans,27.0,7834,57142,2025-08-26
Chennai,Fashion,Watch,36.0,1474,53064,2025-12-22
Hyderabad,Fashion,Shoes,26.0,4832,125632,2025-09-21
Pune,Accessories,Keyboard,19.0,6790,129010,2025-10-03
Hyderabad,Accessories,Headphones,30.0,6962,74894,2025-04-06
Surat,Electronics,Tablet,21.0,5665,68635,2025-07-09
Pune,Accessories,Mouse,39.0,1457,56823,2025-03-04
Pune,Home Appliances,Fan,20.0,4155,83100,2025-09-11
Patna,Fashion,T-Shirt,12.0,5885,70620,2025-01-23
Jaipur,Fashion,T-Shirt,25.0,3011,75275,2025-08-09
Kochi,Home Appliances,Air Cooler,2.0,5776,11552,2025-11-27
Chennai,Fashion,Shoes,26.0,3491,90766,2025-11-24
Patna,Accessories,Keyboard,7.0,392,2744,2025-09-19
Lucknow,Accessories,Keyboard,7.0,3319,23233,2025-12-08
Kolkata,Accessories,Keyboard,24.0,5124,122976,2025-08-14
Patna,Electronics,Camera,16.0,7913,126608,2025-06-14
Bengaluru,Home Appliances,Mixer,7.0,3812,26684,2025-05-03
Bengaluru,Electronics,Laptop,9.0,4818,43362,2025-11-11
Mysuru,Home Appliances,Fan,30.0,1669,5850,2025-02-08
Patna,Fashion,Shoes,35.0,7037,221659,2025-03-24
Delhi,Accessories,Headphones,14.0,5594,78316,2025-07-25
Mysuru,Accessories,Keyboard,9.0,7211,64899,2025-10-05
Chennai,Fashion,Shoes,28.0,2212,61936,2025-01-20
Surat,Fashion,Jeans,33.0,7493,199401,2025-03-14
Delhi,Accessories,Headphones,11.0,4038,44418,2025-11-19
Delhi,Electronics,Camera,14.0,6926,96964,2025-10-25
Patna,Electronics,Camera,21.0,7387,140745,2025-12-07
Mysuru,Electronics,Laptop,29.0,3925,82895,2025-10-26
Jaipur,Accessories,Headphones,23.0,742,17066,2025-08-21
Bengaluru,Accessories,Headphones,9.0,2604,23436,2025-12-10
Mysuru,Electronics,Laptop,32.0,6864,107347,2025-11-19
Bengaluru,Accessories,Headphones,8.0,4869,38952,2025-05-15
Pune,Fashion,Shoes,19.0,1387,26353,2025-07-20
Ahmedabad,Home Appliances,Fan,35.0,4422,140712,2025-02-19
Mumbai,Fashion,Jeans,2.0,349,698,2025-10-10
Ahmedabad,Accessories,Speaker,12.0,7026,5273,2025-06-18
Ahmedabad,Accessories,Speaker,37.0,1940,71780,2025-02-06
Bengaluru,Fashion,Shoes,9.0,2266,20394,2025-06-26
Pune,Electronics,Monitor,4.0,1889,7556,2025-05-25
Bengaluru,Fashion,Watch,2.0,7217,14434,2025-07-04
Lucknow,Fashion,T-Shirt,10.0,4350,43500,2025-12-08
Bengaluru,Fashion,Shoes,17.0,6548,39596,2025-03-24
Pune,Accessories,Headphones,13.0,1026,13338,2025-06-27
Mysuru,Accessories,Keyboard,22.0,3539,77858,2025-03-19
Jaipur,Home Appliances,Mixer,11.0,6535,71885,2025-08-24
Kochi,Home Appliances,Fan,27.0,6017,8012,2025-03-06
Mumbai,Electronics,Monitor,26.0,2437,63362,2025-06-25
Ahmedabad,Home Appliances,Air Cooler,9.0,4468,40212,2025-09-12
Hyderabad,Electronics,Monitor,19.0,5700,73003,2025-05-09
Jaipur,Fashion,Jeans,38.0,7480,194297,2025-04-20
Bhopal,Fashion,Shoes,28.0,4572,68479,2025-01-19
Kolkata,Home Appliances,Air Cooler,11.0,2712,29832,2025-09-06
Chennai,Accessories,Speaker,26.0,4174,108524,2025-01-15
Mysuru,Home Appliances,Fan,29.0,6094,176726,2025-07-11
Lucknow,Fashion,Watch,4.0,7360,29440,2025-02-26
Bhopal,Accessories,Mouse,32.0,6922,189130,2025-03-23
Mysuru,Fashion,Watch,36.0,2544,91584,2025-05-17
Patna,Fashion,Shoes,10.0,6340,29205,2025-10-26
Kochi,Electronics,Monitor,29.0,6822,101156,2025-07-23
Pune,Home Appliances,Fan,21.0,392,8232,2025-11-20
Bhopal,Accessories,Headphones,8.0,4038,32304,2025-01-05
Kochi,Fashion,T-Shirt,25.0,6131,153275,2025-03-06
Hyderabad,Electronics,Monitor,19.0,433,8227,2025-11-03
Kolkata,Electronics,Camera,14.0,7952,9712,2025-02-25
Ahmedabad,Home Appliances,Air Cooler,38.0,6823,203642,2025-11-25
Surat,Fashion,T-Shirt,28.0,7584,186886,2025-07-11
Lucknow,Home Appliances,Mixer,2.0,3535,7070,2025-08-11
Kolkata,Electronics,Laptop,32.0,1431,45792,2025-09-08
Kochi,Fashion,Watch,21.0,2777,58317,2025-06-28
Kochi,Fashion,Jeans,5.0,4582,22910,2025-01-24
Kochi,Accessories,Speaker,27.0,1452,39204,2025-06-23
Hyderabad,Home Appliances,Air Cooler,37.0,2609,96533,2025-05-03
Surat,Accessories,Headphones,40.0,4107,55891,2025-11-06
Surat,Fashion,Shoes,29.0,7857,23433,2025-04-14
Chennai,Fashion,T-Shirt,39.0,6930,116653,2025-09-22
Ahmedabad,Home Appliances,Air Cooler,32.0,2287,73184,2025-05-27
Bengaluru,Home Appliances,Fan,9.0,7655,68895,2025-11-03
Mysuru,Home Appliances,Fan,27.0,4974,134298,2025-10-25
Kochi,Accessories,Headphones,21.0,580,12180,2025-08-01
Surat,Fashion,Watch,15.0,1029,15435,2025-12-12
Mumbai,Accessories,Mouse,35.0,3807,98135,2025-09-23
Bhopal,Accessories,Mouse,6.0,6855,41130,2025-10-05
Kolkata,Home Appliances,Mixer,23.0,3427,38311,2025-01-07
Lucknow,Electronics,Monitor,25.0,1700,42500,2025-01-04
Bhopal,Accessories,Speaker,18.0,4843,87174,2025-10-07
Delhi,Home Appliances,Air Cooler,19.0,5714,108566,2025-07-23
Patna,Fashion,Shoes,14.0,2490,34860,2025-06-05
Mumbai,Electronics,Monitor,24.0,6660,159840,2025-05-16
Ahmedabad,Accessories,Keyboard,21.0,1030,21630,2025-09-25
Surat,Fashion,Watch,27.0,6758,10187,2025-10-06
Ahmedabad,Fashion,Watch,2.0,7627,4360,2025-07-22
Hyderabad,Electronics,Monitor,33.0,7944,11607,2025-07-04
Bengaluru,Home Appliances,Air Cooler,13.0,4827,62751,2025-04-09
Hyderabad,Fashion,Shoes,15.0,1468,22020,2025-10-19
Patna,Electronics,Laptop,23.0,3804,73408,2025-07-10
Hyderabad,Electronics,Smartphone,33.0,446,14718,2025-04-26
Mysuru,Accessories,Keyboard,25.0,1358,33950,2025-06-01
Hyderabad,Accessories,Headphones,29.0,7008,188821,2025-02-07
Surat,Accessories,Speaker,17.0,6771,115107,2025-04-14
Kolkata,Fashion,Shoes,31.0,4241,85593,2025-02-09
Hyderabad,Electronics,Smartphone,12.0,1486,17832,2025-02-22
Kochi,Accessories,Mouse,11.0,6351,7481,2025-11-06
Kolkata,Fashion,Shoes,19.0,2280,35013,2025-07-17
Jaipur,Accessories,Keyboard,24.0,7608,99470,2025-01-22
Lucknow,Home Appliances,Air Cooler,12.0,6261,75132,2025-12-21
Bhopal,Accessories,Speaker,16.0,2229,35664,2025-06-10
Bengaluru,Electronics,Laptop,11.0,5658,62238,2025-09-18
Hyderabad,Home Appliances,Fan,16.0,1884,30144,2025-12-25
Lucknow,Home Appliances,Air Cooler,1.0,2947,2947,2025-05-01
Bhopal,Accessories,Speaker,5.0,2928,14640,2025-05-11
Jaipur,Home Appliances,Air Cooler,21.0,6233,130893,2025-03-27
Hyderabad,Home Appliances,Air Cooler,38.0,2109,65929,2025-12-10
Delhi,Fashion,Jeans,5.0,1740,8700,2025-06-25
Pune,Home Appliances,Air Cooler,29.0,4070,89300,2025-04-04
Kochi,Fashion,Shoes,35.0,4880,95714,2025-08-16
Pune,Accessories,Mouse,13.0,3609,46917,2025-03-12
Kolkata,Electronics,Laptop,3.0,4255,12765,2025-08-05
Mysuru,Accessories,Speaker,30.0,2240,67200,2025-07-23
Mumbai,Fashion,Shoes,38.0,4970,187823,2025-02-28
Kochi,Fashion,Shoes,15.0,745,11175,2025-11-09
Jaipur,Accessories,Mouse,28.0,3345,93660,2025-09-21
Mysuru,Accessories,Mouse,12.0,3143,37716,2025-11-15
Lucknow,Fashion,T-Shirt,26.0,1505,39130,2025-04-20
Chennai,Accessories,Keyboard,3.0,6785,20355,2025-09-12
Kolkata,Accessories,Speaker,23.0,3355,77165,2025-12-13
Pune,Home Appliances,Mixer,33.0,4327,142791,2025-04-21
Surat,Electronics,Laptop,17.0,6552,33393,2025-02-26
Mysuru,Fashion,T-Shirt,5.0,6624,33120,2025-12-05
Kolkata,Fashion,Watch,40.0,2923,116920,2025-07-08
Pune,Fashion,T-Shirt,19.0,5416,102904,2025-10-04
Bhopal,Home Appliances,Fan,32.0,1766,56512,2025-08-06
Chennai,Fashion,Watch,21.0,5658,2459,2025-01-15
Kochi,Fashion,Watch,8.0,4404,35232,2025-10-04
Patna,Fashion,Watch,13.0,619,8047,2025-07-27
Surat,Accessories,Speaker,21.0,4122,86562,2025-02-03
Kolkata,Electronics,Monitor,16.0,4575,73200,2025-03-19
Pune,Accessories,Headphones,21.0,5318,72868,2025-09-18
Kolkata,Accessories,Speaker,2.0,4400,8800,2025-06-27
Hyderabad,Accessories,Mouse,40.0,3740,149600,2025-07-27
Mysuru,Electronics,Camera,17.0,3023,51391,2025-05-16
Lucknow,Electronics,Laptop,8.0,7618,21712,2025-06-12
Bhopal,Accessories,Keyboard,20.0,2522,50440,2025-01-12
Bhopal,Electronics,Monitor,17.0,3651,62067,2025-04-06
Chennai,Electronics,Laptop,13.0,7073,91949,2025-01-11
Mumbai,Accessories,Keyboard,40.0,5815,107572,2025-07-05
Surat,Fashion,Shoes,8.0,7669,61352,2025-12-07
Chennai,Home Appliances,Fan,27.0,4780,84617,2025-10-14
Bhopal,Home Appliances,Mixer,8.0,6341,39259,2025-08-02
Delhi,Home Appliances,Fan,16.0,1055,16880,2025-08-06
Mysuru,Electronics,Monitor,9.0,2327,20943,2025-11-19
Patna,Fashion,Shoes,38.0,6259,178496,2025-12-20
Hyderabad,Home Appliances,Air Cooler,1.0,7729,7729,2025-03-04
Patna,Home Appliances,Fan,14.0,7713,65713,2025-04-08
Kochi,Accessories,Headphones,4.0,5402,13803,2025-01-08
Patna,Home Appliances,Mixer,32.0,2376,76032,2025-08-08
Jaipur,Accessories,Headphones,11.0,5565,61215,2025-09-03
Surat,Fashion,T-Shirt,34.0,3139,106726,2025-05-15
Bhopal,Electronics,Tablet,17.0,1547,26299,2025-10-13
Chennai,Electronics,Camera,21.0,6212,84430,2025-09-06
Kochi,Accessories,Headphones,34.0,4175,78556,2025-11-10
Jaipur,Electronics,Monitor,7.0,5951,41657,2025-02-01
Mumbai,Electronics,Monitor,39.0,6219,149314,2025-10-17
Kolkata,Home Appliances,Air Cooler,29.0,907,26303,2025-02-16
Lucknow,Fashion,T-Shirt,15.0,6466,4748,2025-04-01
Bengaluru,Fashion,T-Shirt,9.0,5846,52614,2025-11-23
Kochi,Accessories,Keyboard,6.0,5623,33738,2025-02-04
Chennai,Accessories,Speaker,9.0,7085,58004,2025-12-10
Ahmedabad,Accessories,Mouse,7.0,2629,18403,2025-08-25
Delhi,Accessories,Speaker,4.0,2950,11800,2025-07-19
Hyderabad,Accessories,Headphones,14.0,6978,51587,2025-10-12
Kochi,Electronics,Tablet,37.0,1394,27319,2025-10-24
Bhopal,Accessories,Keyboard,30.0,7695,201409,2025-04-16
Bengaluru,Accessories,Headphones,14.0,2116,29624,2025-02-11
Lucknow,Home Appliances,Mixer,4.0,715,2860,2025-04-02
Chennai,Accessories,Mouse,14.0,4185,58590,2025-05-19
Hyderabad,Home Appliances,Mixer,31.0,732,22692,2025-09-21
Mumbai,Home Appliances,Fan,19.0,7886,149834,2025-11-05
Chennai,Home Appliances,Mixer,19.0,191,3629,2025-08-11
Hyderabad,Fashion,Watch,27.0,329,8883,2025-07-23
Lucknow,Home Appliances,Fan,24.0,4933,118392,2025-04-19
Bengaluru,Home Appliances,Fan,36.0,4274,79074,2025-06-26
Mumbai,Fashion,T-Shirt,32.0,6291,56173,2025-10-22
Chennai,Fashion,Watch,8.0,1499,11992,2025-01-11
Mumbai,Fashion,T-Shirt,8.0,3188,23991,2025-11-19
Surat,Fashion,T-Shirt,23.0,4882,112286,2025-07-11
Pune,Fashion,Watch,38.0,6834,122480,2025-12-08
Mysuru,Fashion,T-Shirt,15.0,5221,7285,2025-06-04
Hyderabad,Electronics,Camera,15.0,1262,18930,2025-05-12
Chennai,Electronics,Tablet,32.0,5169,85563,2025-08-13
Mysuru,Home Appliances,Mixer,39.0,3814,73201,2025-08-07
Surat,Home Appliances,Air Cooler,1.0,1022,1022,2025-12-10
Patna,Home Appliances,Mixer,21.0,1383,28404,2025-06-19
Hyderabad,Home Appliances,Mixer,40.0,3306,132240,2025-08-03
Hyderabad,Home Appliances,Air Cooler,32.0,5251,14705,2025-06-12
Delhi,Fashion,T-Shirt,33.0,2115,69795,2025-01-24
Bengaluru,Home Appliances,Fan,12.0,1428,17136,2025-06-08
Jaipur,Home Appliances,Air Cooler,16.0,7614,69234,2025-09-10
Patna,Accessories,Speaker,36.0,2772,81311,2025-02-28
Bhopal,Fashion,Watch,18.0,275,4950,2025-06-06
Hyderabad,Electronics,Laptop,8.0,1702,13616,2025-10-08
Patna,Fashion,T-Shirt,5.0,882,4410,2025-10-12
Mysuru,Fashion,Shoes,24.0,231,5544,2025-07-15
Mysuru,Accessories,Mouse,17.0,6776,115192,2025-03-16
Mysuru,Home Appliances,Mixer,13.0,1356,17628,2025-08-03
Chennai,Home Appliances,Fan,10.0,4228,42280,2025-03-07
Bengaluru,Fashion,Shoes,3.0,7106,21318,2025-09-06
Kochi,Electronics,Tablet,8.0,1753,14024,2025-06-03
Ahmedabad,Fashion,T-Shirt,6.0,7111,42666,2025-08-15
Jaipur,Electronics,Tablet,31.0,2866,76118,2025-02-09
Kochi,Fashion,Jeans,39.0,5297,58873,2025-10-03
Kolkata,Home Appliances,Fan,33.0,6931,42666,2025-07-23
Jaipur,Accessories,Speaker,9.0,2367,21303,2025-03-05
Ahmedabad,Home Appliances,Air Cooler,10.0,6439,64390,2025-12-20
Delhi,Home Appliances,Air Cooler,2.0,4162,8324,2025-06-27
Kochi,Fashion,Shoes,35.0,7246,230606,2025-04-18
Chennai,Electronics,Monitor,6.0,7008,42048,2025-06-24
Patna,Accessories,Headphones,23.0,7168,164864,2025-08-02
Jaipur,Electronics,Camera,32.0,687,21984,2025-12-12
Lucknow,Fashion,T-Shirt,8.0,7654,61232,2025-08-09
Surat,Home Appliances,Mixer,24.0,4821,62054,2025-02-11
Lucknow,Electronics,Smartphone,32.0,1819,58208,2025-07-10
Mysuru,Electronics,Tablet,39.0,6326,180838,2025-02-11
Surat,Accessories,Headphones,5.0,2442,12210,2025-02-01
Patna,Accessories,Keyboard,5.0,5621,28105,2025-01-15
Chennai,Home Appliances,Fan,20.0,2830,56600,2025-12-03
Ahmedabad,Fashion,Jeans,6.0,1414,8484,2025-10-09
Ahmedabad,Fashion,Jeans,16.0,6054,96864,2025-02-26
Lucknow,Accessories,Headphones,8.0,5369,42952,2025-05-07
Mysuru,Electronics,Monitor,19.0,4780,35786,2025-12-22
Surat,Accessories,Keyboard,2.0,607,1214,2025-04-13
Delhi,Home Appliances,Mixer,26.0,5453,141778,2025-09-28
Surat,Accessories,Mouse,36.0,282,10152,2025-12-26
Pune,Home Appliances,Mixer,17.0,664,11288,2025-12-17
Jaipur,Electronics,Camera,5.0,1676,8380,2025-02-04
Jaipur,Electronics,Camera,15.0,531,7965,2025-07-14
Kochi,Home Appliances,Mixer,28.0,5549,22731,2025-04-15
Surat,Accessories,Keyboard,25.0,3547,88675,2025-10-16
