City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Chennai,Fashion,Watch,7.0,7520,52640,2025-08-13
Delhi,Fashion,Watch,76.0,13544,1029344,2025-02-03
Patna,Home Appliances,Air Cooler,93.0,8662,805566,2025-02-06
Bhopal,Fashion,T-Shirt,63.0,12334,777042,2025-10-12
Jaipur,Accessories,Speaker,25.0,3646,91150,2025-02-26
Bengaluru,Accessories,Speaker,33.0,8535,281655,2025-02-15
Mumbai,Electronics,Camera,103.0,7081,729343,2025-07-28
Kochi,Accessories,Mouse,40.0,13905,556200,2025-02-14
Patna,Accessories,Keyboard,90.0,1583,142470,2025-11-21
Mysuru,Office,Backpack,3.0,4700,14100,2025-12-21
Lucknow,Accessories,Headphones,19.0,14084,267596,2025-04-06
Ahmedabad,Electronics,Smartphone,67.0,2751,184317,2025-03-23
Bhopal,Electronics,Laptop,77.0,13346,1027642,2025-04-28
Delhi,Accessories,Mouse,80.0,6997,559760,2025-03-14
Kolkata,Fashion,Jeans,95.0,13461,1278795,2025-11-06
Pune,Electronics,Smartphone,4.0,8351,33404,2025-04-10
Bengaluru,Accessories,Mouse,80.0,5460,436800,2025-01-26
Kochi,Accessories,Headphones,114.0,7908,901512,2025-01-24
Lucknow,Fashion,Watch,6.0,9038,54228,2025-07-25
Mysuru,Home Appliances,Mixer,21.0,1840,38640,2025-01-12
Ahmedabad,Fashion,T-Shirt,54.0,1286,69444,2025-02-16
Surat,Office,Backpack,18.0,14239,256302,2025-10-26
Kolkata,Electronics,Tablet,61.0,7892,481412,2025-05-05
Ahmedabad,Home Appliances,Fan,79.0,11151,880929,2025-12-04
Patna,Office,Printer,17.0,3793,64481,2025-09-05
Bhopal,Fashion,Jeans,85.0,1546,131410,2025-12-04
Chennai,Office,Backpack,114.0,10276,1171464,2025-02-08
Bhopal,Accessories,Keyboard,94.0,11003,1034282,2025-05-11
Pune,Office,Backpack,98.0,14937,1463826,2025-03-11
Mysuru,Accessories,Keyboard,75.0,12265,919875,2025-01-24
Delhi,Office,Printer,102.0,3442,351084,2025-03-01
Lucknow,Electronics,Smartphone,21.0,6700,140700,2025-06-01
Kochi,Office,Backpack,110.0,5834,641740,2025-04-21
Hyderabad,Home Appliances,Fan,58.0,3719,215702,2025-08-20
Patna,Home Appliances,Fan,16.0,12405,198480,2025-05-21
Kolkata,Home Appliances,Fan,44.0,14823,652212,2025-03-09
Kolkata,Office,Backpack,85.0,1781,151385,2025-11-28
Surat,Home Appliances,Fan,9.0,13011,117099,2025-06-14
Kochi,Electronics,Monitor,17.0,1749,29733,2025-04-15
Kochi,Electronics,Laptop,71.0,11876,843196,2025-05-05
Kochi,Accessories,Mouse,58.0,7346,426068,2025-09-03
Delhi,Home Appliances,Mixer,51.0,13635,695385,2025-09-07
Jaipur,Fashion,T-Shirt,26.0,12216,317616,2025-12-12
Bengaluru,Home Appliances,Mixer,73.0,14289,1043097,2025-09-17
Delhi,Home Appliances,Fan,70.0,3975,278250,2025-12-17
Surat,Accessories,Keyboard,13.0,11347,147511,2025-03-21
Jaipur,Home Appliances,Mixer,108.0,12506,1350648,2025-12-05
Pune,Home Appliances,Fan,110.0,3512,386320,2025-05-02
Ahmedabad,Accessories,Speaker,116.0,8748,1014768,2025-07-16
Hyderabad,Accessories,Keyboard,93.0,5115,475695,2025-01-03
Lucknow,Home Appliances,Air Cooler,40.0,3620,144800,2025-12-20
Ahmedabad,Electronics,Laptop,97.0,6923,671531,2025-03-05
Pune,Fashion,Jeans,51.0,13082,667182,2025-03-21
Chennai,Office,Printer,32.0,13869,443808,2025-06-03
Bhopal,Accessories,Keyboard,115.0,6777,779355,2025-02-24
Surat,Home Appliances,Air Cooler,20.0,3572,71440,2025-08-05
Hyderabad,Accessories,Mouse,2.0,10632,21264,2025-02-17
Chennai,Home Appliances,Mixer,99.0,10498,1039302,2025-10-16
Lucknow,Office,Backpack,106.0,2245,237970,2025-09-24
Mysuru,Office,Printer,10.0,14621,146210,2025-12-11
Surat,Accessories,Headphones,49.0,13929,682521,2025-05-04
Kochi,Office,Backpack,75.0,2959,221925,2025-12-23
Bhopal,Office,Backpack,29.0,8766,254214,2025-02-03
Kochi,Home Appliances,Air Cooler,111.0,6140,681540,2025-04-28
Kochi,Office,Backpack,54.0,1128,60912,2025-11-04
Kolkata,Accessories,Mouse,116.0,4323,501468,2025-11-17
Bhopal,Office,Backpack,46.0,1561,71806,2025-01-04
Pune,Office,Printer,75.0,8309,623175,2025-04-19
Jaipur,Accessories,Headphones,100.0,13737,1373700,2025-12-16
Mysuru,Home Appliances,Air Cooler,49.0,10138,496762,2025-09-28
Patna,Office,Printer,78.0,1966,153348,2025-10-27
Lucknow,Electronics,Monitor,13.0,2124,27612,2025-04-12
Bengaluru,Home Appliances,Fan,105.0,6651,698355,2025-12-24
Jaipur,Accessories,Speaker,110.0,7748,852280,2025-10-28
Patna,Electronics,Camera,105.0,13392,1406160,2025-11-24
Surat,Office,Printer,28.0,9488,265664,2025-03-01
Ahmedabad,Accessories,Headphones,38.0,6952,264176,2025-01-24
Chennai,Accessories,Mouse,105.0,11390,1195950,2025-06-12
Bhopal,Accessories,Speaker,101.0,983,99283,2025-06-15
Kolkata,Accessories,Keyboard,27.0,9350,252450,2025-09-21
Ahmedabad,Office,Backpack,100.0,13560,1356000,2025-03-28
Patna,Electronics,Tablet,46.0,10299,473754,2025-09-24
Mumbai,Fashion,Shoes,107.0,5210,557470,2025-02-24
Patna,Office,Backpack,80.0,8346,667680,2025-11-06
Kolkata,Office,Printer,34.0,14224,483616,2025-12-16
Kolkata,Accessories,Speaker,115.0,6122,704030,2025-03-06
Bhopal,Electronics,Laptop,25.0,9732,243300,2025-05-17
Pune,Home Appliances,Fan,97.0,9373,909181,2025-09-06
Bhopal,Home Appliances,Air Cooler,10.0,3454,34540,2025-02-03
Bhopal,Home Appliances,Air Cooler,52.0,14162,736424,2025-05-05
Kochi,Accessories,Mouse,51.0,2379,121329,2025-07-04
Bengaluru,Accessories,Headphones,42.0,3883,163086,2025-08-27
Chennai,Fashion,Jeans,86.0,4685,402910,2025-01-16
Patna,Fashion,Jeans,113.0,3900,440700,2025-08-21
Kochi,Fashion,Jeans,2.0,5062,10124,2025-04-01
Jaipur,Home Appliances,Fan,108.0,7391,798228,2025-07-18
Pune,Home Appliances,Mixer,53.0,3248,172144,2025-09-19
Kolkata,Home Appliances,Fan,96.0,4484,430464,2025-12-26
Jaipur,Accessories,Speaker,48.0,6172,296256,2025-04-11
Kochi,Accessories,Headphones,89.0,2403,213867,2025-06-28
Ahmedabad,Fashion,Jeans,13.0,13048,169624,2025-09-23
Bhopal,Home Appliances,Fan,14.0,13426,187964,2025-10-08
Bengaluru,Accessories,Keyboard,60.0,4609,276540,2025-10-27
Delhi,Office,Backpack,64.0,9883,632512,2025-07-03
Mysuru,Electronics,Monitor,58.0,9358,542764,2025-11-02
Surat,Accessories,Speaker,112.0,11772,1318464,2025-03-03
Mysuru,Accessories,Headphones,93.0,4723,439239,2025-10-09
Delhi,Electronics,Monitor,63.0,7258,457254,2025-12-25
Bhopal,Office,Printer,85.0,7607,646595,2025-05-18
Delhi,Accessories,Mouse,30.0,9536,286080,2025-09-14
Bengaluru,Home Appliances,Air Cooler,76.0,5352,406752,2025-01-20
Jaipur,Accessories,Headphones,100.0,1363,136300,2025-10-03
Patna,Office,Printer,94.0,3388,318472,2025-04-20
Mumbai,Fashion,Jeans,4.0,10839,43356,2025-08-24
Surat,Accessories,Headphones,13.0,6811,88543,2025-10-23
Kochi,Office,Backpack,49.0,11610,568890,2025-08-05
Bhopal,Accessories,Keyboard,13.0,5298,68874,2025-06-06
Pune,Office,Backpack,64.0,1686,107904,2025-03-09
Kolkata,Fashion,Jeans,45.0,10804,486180,2025-11-03
Bengaluru,Office,Printer,68.0,4423,300764,2025-01-20
Bengaluru,Home Appliances,Mixer,88.0,6313,555544,2025-02-06
Bengaluru,Home Appliances,Mixer,1.0,5555,5555,2025-07-10
Chennai,Home Appliances,Air Cooler,48.0,14279,685392,2025-02-06
Mumbai,Home Appliances,Fan,24.0,8968,215232,2025-04-12
Kochi,Fashion,Shoes,74.0,3098,229252,2025-08-23
Lucknow,Fashion,Jeans,105.0,13618,1429890,2025-08-01
Mysuru,Electronics,Monitor,114.0,13203,1505142,2025-02-26
Lucknow,Accessories,Mouse,14.0,5918,82852,2025-11-06
Lucknow,Home Appliances,Mixer,116.0,1833,212628,2025-08-07
Pune,Fashion,Shoes,59.0,10988,648292,2025-09-27
Chennai,Office,Printer,86.0,9284,798424,2025-02-11
Patna,Accessories,Keyboard,31.0,13595,421445,2025-08-07
Kochi,Office,Printer,46.0,1160,53360,2025-08-26
Surat,Home Appliances,Mixer,109.0,8717,950153,2025-02-22
Hyderabad,Accessories,Speaker,97.0,9151,887647,2025-11-07
Surat,Accessories,Keyboard,58.0,12709,737122,2025-04-10
Bengaluru,Office,Backpack,56.0,6377,357112,2025-02-16
Pune,Office,Printer,42.0,9395,394590,2025-08-20
Surat,Accessories,Speaker,101.0,12827,1295527,2025-05-25
Hyderabad,Electronics,Monitor,107.0,882,94374,2025-04-03
Surat,Home Appliances,Air Cooler,116.0,9559,1108844,2025-09-06
Pune,Accessories,Headphones,69.0,658,45402,2025-01-10
Pune,Fashion,Shoes,69.0,1059,73071,2025-11-28
Surat,Home Appliances,Air Cooler,109.0,3121,340189,2025-09-12
Bhopal,Electronics,Smartphone,13.0,7691,99983,2025-03-08
Lucknow,Accessories,Headphones,92.0,3535,325220,2025-08-07
Mumbai,Home Appliances,Mixer,6.0,6450,38700,2025-04-23
Mysuru,Accessories,Headphones,116.0,4138,480008,2025-11-27
Mysuru,Accessories,Keyboard,50.0,13742,687100,2025-04-12
Lucknow,Office,Printer,20.0,2521,50420,2025-10-08
Mysuru,Accessories,Speaker,88.0,9547,840136,2025-12-28
Pune,Accessories,Keyboard,113.0,10904,1232152,2025-12-09
Kochi,Electronics,Camera,106.0,6977,739562,2025-07-09
Bhopal,Fashion,Watch,33.0,10032,331056,2025-01-21
Surat,Office,Printer,90.0,12768,1149120,2025-08-05
Mysuru,Fashion,T-Shirt,82.0,2074,170068,2025-02-06
Bhopal,Office,Printer,24.0,8997,215928,2025-06-06
Kochi,Accessories,Speaker,37.0,8986,332482,2025-05-10
Kochi,Home Appliances,Fan,14.0,12668,177352,2025-02-13
Delhi,Fashion,T-Shirt,72.0,14068,1012896,2025-08-07
Chennai,Home Appliances,Mixer,61.0,8044,490684,2025-02-04
Mumbai,Electronics,Camera,24.0,1569,37656,2025-12-26
Delhi,Fashion,Watch,79.0,6276,495804,2025-08-24
Chennai,Office,Printer,85.0,8451,718335,2025-04-25
Kochi,Accessories,Headphones,73.0,432,31536,2025-03-11
Bengaluru,Accessories,Keyboard,45.0,7769,349605,2025-04-21
Chennai,Office,Backpack,20.0,4980,99600,2025-09-03
Bengaluru,Fashion,Jeans,43.0,10980,472140,2025-12-15
Hyderabad,Office,Printer,108.0,4226,456408,2025-10-17
Mumbai,Home Appliances,Mixer,19.0,9164,174116,2025-06-02
Bhopal,Electronics,Camera,67.0,8953,599851,2025-01-20
Surat,Fashion,Shoes,48.0,829,39792,2025-03-04
Kochi,Fashion,T-Shirt,49.0,256,12544,2025-10-02
Lucknow,Office,Printer,110.0,3878,426580,2025-11-02
Surat,Home Appliances,Mixer,3.0,10830,32490,2025-08-19
Mysuru,Office,Backpack,88.0,10293,905784,2025-07-15
Ahmedabad,Fashion,Watch,79.0,4296,339384,2025-06-21
Delhi,Office,Printer,59.0,8989,530351,2025-06-08
Bhopal,Accessories,Keyboard,50.0,4414,220700,2025-03-12
Ahmedabad,Electronics,Camera,104.0,5112,531648,2025-03-02
Chennai,Office,Printer,52.0,2248,116896,2025-11-12
Ahmedabad,Office,Backpack,114.0,7044,803016,2025-08-24
Surat,Office,Backpack,60.0,6156,369360,2025-06-11
Chennai,Office,Printer,93.0,8882,826026,2025-04-08
Lucknow,Fashion,Jeans,112.0,12148,1360576,2025-11-26
Surat,Accessories,Speaker,71.0,14330,1017430,2025-07-12
Jaipur,Accessories,Keyboard,51.0,2515,128265,2025-08-04
Bengaluru,Office,Backpack,116.0,13846,1606136,2025-10-14
Pune,Fashion,Jeans,44.0,9238,406472,2025-03-22
Chennai,Home Appliances,Fan,24.0,7457,178968,2025-01-23
Patna,Office,Printer,35.0,12422,434770,2025-11-19
Pune,Fashion,Watch,74.0,13009,962666,2025-04-05
Patna,Accessories,Speaker,32.0,14421,461472,2025-12-05
Bhopal,Office,Backpack,79.0,12707,1003853,2025-10-17
Bengaluru,Electronics,Laptop,101.0,1270,128270,2025-02-01
Chennai,Electronics,Tablet,110.0,1673,184030,2025-06-12
Lucknow,Fashion,Jeans,40.0,13973,558920,2025-02-12
Hyderabad,Accessories,Speaker,61.0,5747,350567,2025-12-06
Delhi,Accessories,Headphones,103.0,9405,968715,2025-03-05
Jaipur,Office,Printer,69.0,10330,712770,2025-07-06
Kochi,Home Appliances,Air Cooler,61.0,11666,711626,2025-05-23
Patna,Fashion,T-Shirt,85.0,2602,221170,2025-08-04
Ahmedabad,Electronics,Smartphone,113.0,6441,727833,2025-08-13
Lucknow,Fashion,T-Shirt,76.0,11474,872024,2025-06-15
Surat,Home Appliances,Mixer,58.0,14847,861126,2025-01-16
Mumbai,Home Appliances,Fan,114.0,5766,657324,2025-02-12
Mysuru,Fashion,Jeans,80.0,5116,409280,2025-11-13
Surat,Fashion,T-Shirt,120.0,13159,1579080,2025-11-07
Lucknow,Accessories,Mouse,92.0,13188,1213296,2025-02-12
Delhi,Office,Printer,80.0,14798,1183840,2025-10-14
Mysuru,Accessories,Mouse,25.0,8611,215275,2025-05-17
Chennai,Electronics,Camera,41.0,2934,120294,2025-01-21
Hyderabad,Accessories,Mouse,58.0,7293,422994,2025-06-02
Kochi,Office,Printer,43.0,9232,396976,2025-01-05
Pune,Home Appliances,Mixer,95.0,9598,911810,2025-01-10
Surat,Fashion,Watch,49.0,6563,321587,2025-01-23
Patna,Accessories,Speaker,43.0,6209,266987,2025-09-28
Bhopal,Office,Backpack,91.0,5805,528255,2025-03-12
Mysuru,Accessories,Keyboard,63.0,4814,303282,2025-05-03
Jaipur,Office,Printer,104.0,11115,1155960,2025-06-28
Mumbai,Electronics,Laptop,104.0,2305,239720,2025-02-08
Chennai,Fashion,Shoes,9.0,2723,24507,2025-10-26
Patna,Electronics,Laptop,2.0,12047,24094,2025-01-24
Ahmedabad,Accessories,Headphones,20.0,9747,194940,2025-11-28
Delhi,Accessories,Headphones,79.0,2198,173642,2025-01-23
Bengaluru,Fashion,T-Shirt,24.0,1702,40848,2025-12-03
Pune,Office,Printer,27.0,1019,27513,2025-12-03
Ahmedabad,Accessories,Keyboard,61.0,13594,829234,2025-04-23
Surat,Home Appliances,Air Cooler,24.0,7887,189288,2025-05-24
Mumbai,Home Appliances,Mixer,57.0,3229,184053,2025-09-01
Chennai,Fashion,Jeans,34.0,2557,86938,2025-09-19
Chennai,Electronics,Laptop,25.0,3264,81600,2025-06-25
Lucknow,Fashion,Watch,82.0,13897,1139554,2025-10-10
Kolkata,Office,Backpack,28.0,7188,201264,2025-05-27
Hyderabad,Fashion,T-Shirt,84.0,14790,1242360,2025-11-09
Mysuru,Fashion,T-Shirt,8.0,1228,9824,2025-08-12
Surat,Electronics,Monitor,97.0,13597,1318909,2025-07-03
Lucknow,Office,Printer,96.0,11251,1080096,2025-02-11
Kolkata,Accessories,Headphones,73.0,4499,328427,2025-12-27
Ahmedabad,Office,Backpack,96.0,13486,1294656,2025-08-12
Chennai,Accessories,Speaker,41.0,9144,374904,2025-12-07
Ahmedabad,Home Appliances,Mixer,6.0,11519,69114,2025-06-14
Kochi,Office,Backpack,119.0,13245,1576155,2025-07-15
Pune,Office,Backpack,20.0,2527,50540,2025-12-25
Kochi,Office,Printer,112.0,2484,278208,2025-06-13
Kochi,Fashion,Watch,47.0,428,20116,2025-07-26
Bengaluru,Fashion,Jeans,76.0,3213,244188,2025-04-04
Bengaluru,Office,Backpack,20.0,4638,92760,2025-06-07
Chennai,Office,Backpack,21.0,5172,108612,2025-09-09
Pune,Fashion,Watch,78.0,12057,940446,2025-08-14
Mumbai,Fashion,Watch,86.0,1179,101394,2025-06-04
Jaipur,Accessories,Speaker,78.0,4940,385320,2025-03-08
Surat,Office,Printer,54.0,8236,444744,2025-01-10
Pune,Fashion,Shoes,81.0,5289,428409,2025-11-20
Kolkata,Home Appliances,Mixer,77.0,2320,178640,2025-09-10
Bengaluru,Accessories,Keyboard,48.0,9462,454176,2025-08-03
Bhopal,Office,Backpack,54.0,4232,228528,2025-04-11
Hyderabad,Fashion,Shoes,82.0,14975,1227950,2025-08-26
Chennai,Home Appliances,Fan,74.0,13205,977170,2025-06-23
Bhopal,Fashion,Shoes,101.0,10565,1067065,2025-10-08
Lucknow,Home Appliances,Air Cooler,31.0,13525,419275,2025-04-16
Patna,Office,Printer,41.0,8571,351411,2025-02-13
Lucknow,Fashion,Shoes,11.0,8870,97570,2025-08-15
Patna,Accessories,Headphones,58.0,6582,381756,2025-04-26
Chennai,Accessories,Keyboard,47.0,14089,662183,2025-01-16
Jaipur,Fashion,T-Shirt,42.0,6035,253470,2025-10-16
Mysuru,Fashion,Shoes,41.0,8141,333781,2025-06-20
Mysuru,Home Appliances,Mixer,106.0,13482,1429092,2025-11-07
Bhopal,Home Appliances,Air Cooler,16.0,5043,80688,2025-12-02
Bhopal,Fashion,Shoes,32.0,13154,420928,2025-07-14
Bengaluru,Electronics,Tablet,34.0,3546,120564,2025-03-10
Mysuru,Electronics,Camera,11.0,6239,68629,2025-08-25
Lucknow,Fashion,Watch,81.0,6459,523179,2025-09-06
Chennai,Office,Backpack,14.0,4681,65534,2025-08-09
Kolkata,Home Appliances,Fan,37.0,2868,106116,2025-10-05
Ahmedabad,Electronics,Laptop,7.0,14417,100919,2025-06-18
Jaipur,Accessories,Keyboard,41.0,13828,566948,2025-12-13
Kolkata,Electronics,Camera,83.0,5506,456998,2025-07-06
Patna,Home Appliances,Mixer,83.0,4835,401305,2025-06-19
Bhopal,Home Appliances,Mixer,114.0,8583,978462,2025-01-24
Mumbai,Fashion,Watch,9.0,1312,11808,2025-03-05
Kolkata,Home Appliances,Mixer,92.0,4050,372600,2025-02-25
Mumbai,Accessories,Mouse,11.0,6960,76560,2025-06-25
Surat,Office,Backpack,70.0,1218,85260,2025-09-14
Chennai,Office,Printer,71.0,13681,971351,2025-02-27
Chennai,Office,Printer,15.0,12697,190455,2025-05-08
Bhopal,Electronics,Monitor,4.0,1059,4236,2025-11-27
Chennai,Fashion,Watch,6.0,891,5346,2025-04-25
Patna,Fashion,Jeans,65.0,5434,353210,2025-06-13
Bengaluru,Office,Printer,66.0,12742,840972,2025-05-16
Chennai,Office,Printer,6.0,3478,20868,2025-10-02
Lucknow,Fashion,Watch,1.0,5924,5924,2025-12-03
Bengaluru,Accessories,Keyboard,51.0,3686,187986,2025-03-18
Pune,Home Appliances,Fan,35.0,9313,325955,2025-06-17
Chennai,Fashion,Jeans,97.0,10155,985035,2025-05-11
Ahmedabad,Accessories,Mouse,51.0,2152,109752,2025-11-10
Patna,Electronics,Camera,78.0,10872,848016,2025-11-17
Patna,Office,Printer,24.0,2046,49104,2025-01-13
Bhopal,Electronics,Smartphone,26.0,12647,328822,2025-10-24
Ahmedabad,Accessories,Keyboard,114.0,9919,1130766,2025-05-12
Jaipur,Electronics,Smartphone,73.0,14785,1079305,2025-05-07
Kolkata,Electronics,Tablet,2.0,3745,7490,2025-03-28
Ahmedabad,Fashion,Watch,93.0,6566,610638,2025-12-11
Lucknow,Office,Printer,118.0,8255,974090,2025-08-18
Kochi,Accessories,Keyboard,10.0,10298,102980,2025-02-01
Mysuru,Electronics,Monitor,7.0,14243,99701,2025-01-09
Delhi,Electronics,Tablet,57.0,6449,367593,2025-12-19
Pune,Electronics,Laptop,48.0,3727,178896,2025-11-07
Hyderabad,Accessories,Headphones,36.0,7040,253440,2025-11-01
Mysuru,Electronics,Laptop,39.0,2523,98397,2025-05-15
Patna,Fashion,T-Shirt,118.0,10631,1254458,2025-12-22
Bhopal,Electronics,Camera,23.0,435,10005,2025-02-03
Jaipur,Fashion,Watch,112.0,14723,1648976,2025-10-23
Mumbai,Accessories,Mouse,3.0,11715,35145,2025-10-16
Bengaluru,Fashion,Jeans,9.0,6713,60417,2025-11-13
Delhi,Electronics,Camera,56.0,13806,773136,2025-08-14
Patna,Electronics,Monitor,115.0,921,105915,2025-11-03
Hyderabad,Accessories,Mouse,93.0,8050,748650,2025-04-26
Ahmedabad,Electronics,Tablet,112.0,3281,367472,2025-04-23
Bhopal,Electronics,Laptop,112.0,9427,1055824,2025-07-18
Hyderabad,Office,Printer,92.0,14101,1297292,2025-12-02
Ahmedabad,Accessories,Headphones,77.0,6217,478709,2025-08-27
Jaipur,Home Appliances,Mixer,48.0,10990,527520,2025-06-24
Pune,Home Appliances,Mixer,42.0,12245,514290,2025-11-12
Hyderabad,Fashion,Watch,48.0,7859,377232,2025-06-25
Pune,Fashion,Watch,87.0,9084,790308,2025-07-12
Mysuru,Electronics,Monitor,33.0,14696,484968,2025-03-11
Surat,Accessories,Speaker,58.0,12548,727784,2025-09-28
Lucknow,Fashion,T-Shirt,44.0,8496,373824,2025-11-05
Kochi,Accessories,Keyboard,109.0,13286,1448174,2025-10-05
Jaipur,Fashion,Watch,11.0,13691,150601,2025-07-04
Hyderabad,Home Appliances,Mixer,67.0,1900,127300,2025-10-01
Bhopal,Home Appliances,Air Cooler,22.0,12319,271018,2025-04-22
Patna,Accessories,Speaker,15.0,5532,82980,2025-12-27
Lucknow,Accessories,Speaker,67.0,10962,734454,2025-07-08
Surat,Accessories,Speaker,89.0,12513,1113657,2025-02-08
Bengaluru,Office,Printer,107.0,11569,1237883,2025-04-23
Hyderabad,Home Appliances,Mixer,64.0,2565,164160,2025-02-23
Surat,Fashion,Watch,39.0,13720,535080,2025-04-18
Mumbai,Electronics,Smartphone,4.0,465,1860,2025-01-10
Mumbai,Fashion,Jeans,106.0,12915,1368990,2025-11-03
Pune,Accessories,Speaker,16.0,7112,113792,2025-06-22
Chennai,Electronics,Monitor,39.0,5822,227058,2025-07-12
Lucknow,Accessories,Speaker,80.0,9861,788880,2025-08-21
Kolkata,Home Appliances,Mixer,87.0,8250,717750,2025-01-16
Patna,Accessories,Headphones,33.0,11679,385407,2025-08-28
Mysuru,Office,Printer,55.0,11481,631455,2025-10-20
Patna,Accessories,Speaker,4.0,6425,25700,2025-01-16
Chennai,Electronics,Camera,33.0,9108,300564,2025-02-03
Lucknow,Electronics,Camera,49.0,12472,611128,2025-06-08
Bhopal,Office,Printer,42.0,5275,221550,2025-09-25
Surat,Office,Printer,79.0,6927,547233,2025-02-01
Jaipur,Fashion,T-Shirt,120.0,8495,1019400,2025-08-03
Patna,Fashion,Watch,36.0,11621,418356,2025-10-13
Mumbai,Home Appliances,Air Cooler,93.0,998,92814,2025-05-19
Kochi,Home Appliances,Fan,23.0,14982,344586,2025-08-10
Mumbai,Fashion,T-Shirt,38.0,10048,381824,2025-06-14
Bengaluru,Fashion,T-Shirt,26.0,8099,210574,2025-08-08
Delhi,Office,Printer,99.0,6372,630828,2025-01-10
Ahmedabad,Fashion,Shoes,111.0,11390,1264290,2025-10-28
Delhi,Fashion,Watch,104.0,11681,1214824,2025-02-04
Ahmedabad,Fashion,Jeans,95.0,10115,960925,2025-10-01
Bhopal,Office,Backpack,102.0,11651,1188402,2025-07-01
Pune,Home Appliances,Air Cooler,48.0,10601,508848,2025-09-04
Pune,Office,Printer,36.0,7348,264528,2025-09-23
Ahmedabad,Electronics,Laptop,12.0,4505,54060,2025-11-12
Bengaluru,Office,Printer,117.0,14544,1701648,2025-03-04
Ahmedabad,Fashion,T-Shirt,74.0,3260,241240,2025-11-07
Patna,Home Appliances,Fan,72.0,4509,324648,2025-08-03
Chennai,Fashion,Watch,15.0,9369,140535,2025-01-08
Bengaluru,Fashion,Shoes,18.0,12432,223776,2025-12-13
Jaipur,Accessories,Headphones,66.0,13112,865392,2025-01-04
Mysuru,Accessories,Headphones,39.0,14624,570336,2025-03-11
Ahmedabad,Fashion,Watch,103.0,3698,380894,2025-04-22
Jaipur,Office,Backpack,28.0,1822,51016,2025-03-13
Jaipur,Home Appliances,Mixer,19.0,11129,211451,2025-03-28
Delhi,Fashion,T-Shirt,62.0,8611,533882,2025-02-19
Kochi,Fashion,Watch,108.0,10450,1128600,2025-06-08
Kochi,Accessories,Speaker,8.0,12526,100208,2025-07-02
Mysuru,Accessories,Speaker,4.0,3355,13420,2025-11-24
Mysuru,Accessories,Speaker,58.0,10135,587830,2025-04-24
Surat,Fashion,Watch,79.0,13151,1038929,2025-09-14
Patna,Fashion,Jeans,77.0,8740,672980,2025-05-16
Jaipur,Electronics,Camera,77.0,706,54362,2025-07-03
Hyderabad,Electronics,Smartphone,99.0,10708,1060092,2025-01-12
Kochi,Office,Backpack,60.0,10852,651120,2025-06-10
Ahmedabad,Home Appliances,Air Cooler,42.0,5248,220416,2025-08-17
Ahmedabad,Office,Printer,61.0,5722,349042,2025-02-23
Kochi,Accessories,Headphones,33.0,10507,346731,2025-05-09
Chennai,Accessories,Keyboard,41.0,5511,225951,2025-04-19
Surat,Accessories,Mouse,25.0,13728,343200,2025-06-17
Surat,Office,Backpack,34.0,9993,339762,2025-07-22
Chennai,Fashion,Jeans,103.0,12814,1319842,2025-12-10
Jaipur,Accessories,Mouse,27.0,13274,358398,2025-08-19
Chennai,Fashion,T-Shirt,93.0,12041,1119813,2025-05-21
Ahmedabad,Fashion,Shoes,24.0,14737,353688,2025-11-26
Mysuru,Accessories,Keyboard,51.0,8135,414885,2025-12-09
Lucknow,Home Appliances,Fan,69.0,5793,399717,2025-03-09
Bengaluru,Electronics,Tablet,16.0,6369,101904,2025-09-13
Mysuru,Electronics,Smartphone,104.0,4374,454896,2025-08-15
Pune,Home Appliances,Air Cooler,106.0,4739,502334,2025-09-19
Lucknow,Fashion,Shoes,7.0,7207,50449,2025-11-16
Delhi,Electronics,Camera,56.0,6538,366128,2025-06-04
Kochi,Fashion,T-Shirt,47.0,12653,594691,2025-01-02
Delhi,Electronics,Tablet,14.0,9186,128604,2025-09-09
Bengaluru,Electronics,Camera,27.0,854,23058,2025-11-19
Hyderabad,Electronics,Laptop,44.0,10429,458876,2025-12-09
Lucknow,Office,Printer,30.0,3811,114330,2025-10-20
Jaipur,Accessories,Mouse,108.0,4072,439776,2025-03-01
Kochi,Home Appliances,Fan,98.0,3802,372596,2025-03-26
Mumbai,Office,Printer,70.0,10297,720790,2025-01-06
Mumbai,Home Appliances,Air Cooler,79.0,4619,364901,2025-08-04
Delhi,Fashion,Watch,29.0,4165,120785,2025-08-20
Surat,Fashion,Jeans,36.0,1959,70524,2025-01-08
Pune,Accessories,Speaker,75.0,14304,1072800,2025-10-28
Bhopal,Office,Printer,30.0,1844,55320,2025-02-14
Lucknow,Office,Backpack,20.0,12310,246200,2025-07-28
Mysuru,Office,Printer,70.0,12734,891380,2025-05-07
Kolkata,Office,Backpack,102.0,14538,1482876,2025-09-11
Ahmedabad,Electronics,Camera,65.0,10286,668590,2025-07-27
Lucknow,Home Appliances,Mixer,48.0,2567,123216,2025-12-03
Kolkata,Office,Printer,101.0,6819,688719,2025-04-07
Mysuru,Accessories,Speaker,36.0,4275,153900,2025-12-10
Surat,Fashion,Watch,77.0,14580,1122660,2025-08-01
Bhopal,Home Appliances,Mixer,83.0,11629,965207,2025-02-15
Bengaluru,Electronics,Camera,74.0,5855,433270,2025-06-13
Pune,Office,Backpack,93.0,7496,697128,2025-07-03
