City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Ahmedabad,Shoes,167.0,35731,5967077,2025-04-19
Surat,Jeans,440.0,99183,43640520,2025-07-05
Ahmedabad,Shoes,374.0,95695,35789930,2025-07-12
Delhi,Monitor,246.0,12780,3143880,2025-08-06
Ahmedabad,Headphones,418.0,23583,9857694,2025-04-19
Ahmedabad,T-Shirt,93.0,85377,7940061,2025-05-01
Hyderabad,Headphones,454.0,23795,10802930,2025-07-22
Lucknow,Shoes,36.0,19311,695196,2025-02-14
Chennai,Mouse,466.0,85057,39636562,2025-07-04
Bhopal,Tablet,71.0,95758,6798818,2025-01-20
Mumbai,Keyboard,197.0,3215,633355,2025-02-27
Bengaluru,Jeans,426.0,84973,36198498,2025-01-05
Chennai,Jeans,43.0,35582,1530026,2025-03-21
Lucknow,Laptop,406.0,1731,702786,2025-02-18
Bhopal,Printer,174.0,93227,16221498,2025-02-07
Delhi,Mouse,389.0,74274,28892586,2025-08-27
Delhi,Watch,170.0,63271,10756070,2025-03-08
Bengaluru,Tablet,355.0,35556,12622380,2025-11-18
Mumbai,Laptop,423.0,6336,2680128,2025-02-18
Hyderabad,Smartphone,262.0,54932,14392184,2025-03-01
Mysuru,Shoes,13.0,30210,392730,2025-07-13
Delhi,Backpack,336.0,38097,12800592,2025-04-22
Pune,Speaker,453.0,94196,42670788,2025-02-16
Delhi,Smartphone,115.0,13834,1590910,2025-05-12
Mumbai,Camera,171.0,16012,2738052,2025-06-03
Mysuru,Laptop,310.0,20305,6294550,2025-03-14
Jaipur,Backpack,308.0,24271,7475468,2025-11-14
Delhi,Monitor,342.0,90567,30973914,2025-05-20
Kochi,Watch,179.0,14121,2527659,2025-05-16
Surat,Backpack,478.0,35286,16866708,2025-12-26
Mumbai,Jeans,2.0,19982,39964,2025-11-05
Kolkata,Headphones,200.0,59049,11809800,2025-12-26
Patna,Mouse,418.0,9322,3896596,2025-02-19
Pune,T-Shirt,143.0,19461,2782923,2025-02-11
Delhi,Headphones,393.0,50965,20029245,2025-06-11
Ahmedabad,Keyboard,247.0,91388,22572836,2025-07-20
Patna,Speaker,171.0,18616,3183336,2025-11-08
Pune,Keyboard,282.0,65656,18514992,2025-09-18
Ahmedabad,Tablet,275.0,30661,8431775,2025-07-03
Lucknow,T-Shirt,216.0,69567,15026472,2025-10-25
Bhopal,Jeans,384.0,29248,11231232,2025-12-03
Chennai,Backpack,2.0,27144,54288,2025-01-12
Jaipur,Mouse,491.0,18010,8842910,2025-02-02
Mysuru,Backpack,185.0,18764,3471340,2025-05-15
Delhi,Printer,437.0,72786,31807482,2025-07-08
Chennai,Printer,115.0,7822,899530,2025-12-05
Mumbai,T-Shirt,361.0,19253,6950333,2025-07-24
Bengaluru,T-Shirt,495.0,56167,27802665,2025-06-02
Bhopal,Smartphone,340.0,76732,26088880,2025-02-16
Kochi,Camera,446.0,21232,9469472,2025-01-05
Kolkata,Headphones,41.0,32618,1337338,2025-02-01
Lucknow,Printer,417.0,55090,22972530,2025-03-25
Delhi,Mouse,381.0,18864,7187184,2025-12-17
Bhopal,Watch,241.0,54439,13119799,2025-12-11
Ahmedabad,Jeans,331.0,91627,30328537,2025-01-10
Mumbai,Headphones,31.0,84707,2625917,2025-01-20
Patna,Headphones,258.0,21517,5551386,2025-01-13
Kochi,Keyboard,349.0,60045,20955705,2025-09-23
Kochi,Watch,471.0,75481,35551551,2025-09-10
Bhopal,Shoes,217.0,21052,4568284,2025-05-03
Jaipur,Keyboard,487.0,16901,8230787,2025-12-07
Pune,Camera,29.0,29192,846568,2025-07-06
Kochi,T-Shirt,500.0,73807,36903500,2025-10-27
Mumbai,Printer,355.0,61898,21973790,2025-08-11
Surat,Speaker,208.0,50368,10476544,2025-03-02
Patna,Backpack,332.0,56103,18626196,2025-04-09
Mumbai,Smartphone,40.0,48040,1921600,2025-10-25
Kochi,Backpack,15.0,31895,478425,2025-05-06
Jaipur,Smartphone,34.0,28275,961350,2025-10-01
Patna,Monitor,159.0,25107,3992013,2025-09-07
Surat,Monitor,17.0,32001,544017,2025-05-03
Lucknow,Camera,23.0,74390,1710970,2025-08-02
Bengaluru,Backpack,48.0,40949,1965552,2025-01-12
Patna,Watch,491.0,52684,25867844,2025-09-07
Kolkata,Jeans,201.0,95617,19219017,2025-06-05
Bhopal,Speaker,50.0,43926,2196300,2025-07-24
Jaipur,Smartphone,258.0,20185,5207730,2025-01-19
Patna,Keyboard,245.0,77355,18951975,2025-01-10
Delhi,Headphones,350.0,61200,21420000,2025-02-21
Mumbai,T-Shirt,119.0,28765,3423035,2025-11-21
Delhi,Jeans,368.0,21608,7951744,2025-09-17
Bhopal,Camera,334.0,69088,23075392,2025-06-15
Patna,Headphones,174.0,38621,6720054,2025-06-20
Kochi,Keyboard,21.0,93923,1972383,2025-11-13
Chennai,Shoes,313.0,80044,25053772,2025-02-05
Lucknow,Speaker,255.0,13267,3383085,2025-01-05
Patna,Printer,159.0,72214,11482026,2025-02-16
Mumbai,Mouse,161.0,22745,3661945,2025-05-06
Mumbai,Watch,296.0,48122,14244112,2025-06-03
Mumbai,Headphones,364.0,60890,22163960,2025-05-16
Hyderabad,Jeans,449.0,58439,26239111,2025-11-05
Mumbai,Camera,250.0,5689,1422250,2025-06-28
Hyderabad,Keyboard,210.0,81723,17161830,2025-11-05
Ahmedabad,Backpack,263.0,82371,21663573,2025-06-12
Mumbai,Speaker,212.0,66814,14164568,2025-08-09
Mysuru,Monitor,350.0,6093,2132550,2025-10-21
Bengaluru,T-Shirt,405.0,32588,13198140,2025-12-27
Jaipur,Laptop,80.0,14301,1144080,2025-05-13
Delhi,Camera,205.0,10065,2063325,2025-04-13
Kochi,Mouse,343.0,12755,4374965,2025-06-15
Ahmedabad,Speaker,274.0,61429,16831546,2025-02-03
Delhi,T-Shirt,56.0,52528,2941568,2025-07-07
Pune,Backpack,34.0,42087,1430958,2025-06-20
Ahmedabad,Shoes,360.0,97661,35157960,2025-08-04
Hyderabad,Mouse,20.0,71944,1438880,2025-03-16
Delhi,Speaker,110.0,42467,4671370,2025-10-02
Lucknow,Jeans,195.0,8678,1692210,2025-06-26
Pune,Mouse,110.0,7588,834680,2025-04-28
Bengaluru,Jeans,351.0,55933,19632483,2025-05-09
Surat,Headphones,43.0,19077,820311,2025-02-09
Pune,Smartphone,153.0,93850,14359050,2025-08-28
Pune,Tablet,110.0,88271,9709810,2025-05-06
Kochi,Laptop,48.0,56668,2720064,2025-06-25
Hyderabad,Headphones,102.0,46280,4720560,2025-07-16
Ahmedabad,Tablet,353.0,21561,7611033,2025-12-14
Kolkata,Monitor,355.0,75252,26714460,2025-07-27
Bengaluru,Tablet,401.0,78766,31585166,2025-04-03
Bhopal,Speaker,297.0,81307,24148179,2025-03-11
Surat,Printer,481.0,96753,46538193,2025-12-27
Bhopal,T-Shirt,163.0,2359,384517,2025-03-15
Mysuru,Headphones,256.0,41972,10744832,2025-02-26
Surat,Keyboard,135.0,68748,9280980,2025-12-01
Ahmedabad,Printer,439.0,16978,7453342,2025-11-15
Surat,Camera,50.0,5282,264100,2025-04-24
Chennai,Keyboard,357.0,72076,25731132,2025-03-20
Pune,Shoes,179.0,27994,5010926,2025-04-22
Lucknow,Laptop,190.0,48183,9154770,2025-01-10
Mysuru,Watch,258.0,16850,4347300,2025-12-16
Surat,Mouse,212.0,54290,11509480,2025-06-12
Kochi,Tablet,219.0,69072,15126768,2025-06-04
Mysuru,Headphones,235.0,56649,13312515,2025-06-06
Jaipur,Camera,84.0,71641,6017844,2025-07-13
Hyderabad,Printer,338.0,90749,30673162,2025-11-14
Surat,Watch,360.0,81813,29452680,2025-02-03
Patna,Printer,54.0,12249,661446,2025-11-01
Lucknow,Monitor,211.0,14088,2972568,2025-08-24
Patna,Camera,475.0,71899,34152025,2025-02-21
Ahmedabad,Tablet,298.0,4777,1423546,2025-11-10
Kochi,Keyboard,109.0,29713,3238717,2025-08-18
Pune,Smartphone,101.0,62048,6266848,2025-02-12
Patna,Monitor,238.0,54624,13000512,2025-11-23
Patna,T-Shirt,203.0,1496,303688,2025-06-26
Chennai,Tablet,146.0,35576,5194096,2025-11-09
Hyderabad,Printer,463.0,54857,25398791,2025-11-08
Bengaluru,Monitor,466.0,54836,25553576,2025-01-01
Bengaluru,Headphones,405.0,49574,20077470,2025-09-27
Bhopal,Camera,163.0,44420,7240460,2025-03-19
Pune,Shoes,285.0,51796,14761860,2025-04-20
Surat,Keyboard,425.0,7260,3085500,2025-10-14
Delhi,Speaker,200.0,95935,19187000,2025-03-13
Mysuru,Backpack,265.0,21267,5635755,2025-07-08
Mumbai,T-Shirt,411.0,17058,7010838,2025-09-04
Surat,Camera,402.0,51881,20856162,2025-11-09
Kochi,Tablet,82.0,42758,3506156,2025-04-03
Mumbai,Laptop,224.0,2012,450688,2025-11-25
Lucknow,Headphones,15.0,81515,1222725,2025-12-18
Mysuru,Smartphone,293.0,50622,14832246,2025-01-24
Bhopal,Headphones,233.0,83660,19492780,2025-11-25
Kolkata,Headphones,123.0,86027,10581321,2025-04-10
Chennai,Tablet,431.0,32645,14069995,2025-12-25
Patna,Jeans,194.0,34641,6720354,2025-11-02
Hyderabad,Smartphone,479.0,19344,9265776,2025-11-01
Surat,Camera,444.0,14055,6240420,2025-02-15
Mysuru,Camera,63.0,14534,915642,2025-03-10
Hyderabad,Monitor,93.0,12660,1177380,2025-02-16
Kochi,Backpack,468.0,27759,12991212,2025-07-04
Ahmedabad,Jeans,12.0,54730,656760,2025-02-16
Surat,Smartphone,108.0,90590,9783720,2025-07-13
Mysuru,Backpack,325.0,59597,19369025,2025-03-06
Hyderabad,Laptop,463.0,23919,11074497,2025-11-19
Surat,Camera,438.0,4622,2024436,2025-02-11
Kolkata,Mouse,315.0,79142,24929730,2025-09-01
Delhi,Tablet,380.0,33857,12865660,2025-02-07
Lucknow,Laptop,275.0,3519,967725,2025-09-17
Patna,Headphones,111.0,48326,5364186,2025-02-07
Bengaluru,Backpack,71.0,29304,2080584,2025-02-24
Bhopal,Headphones,138.0,36370,5019060,2025-08-07
Mumbai,Backpack,363.0,72785,26420955,2025-11-10
Ahmedabad,T-Shirt,415.0,65485,27176275,2025-07-17
Pune,Monitor,99.0,33280,3294720,2025-03-07
Surat,Printer,455.0,94530,43011150,2025-05-13
Mumbai,Camera,407.0,77515,31548605,2025-05-06
Patna,Shoes,489.0,95141,46523949,2025-08-14
Mysuru,Mouse,217.0,78662,17069654,2025-12-09
Kochi,Backpack,319.0,14597,4656443,2025-10-13
Pune,Shoes,291.0,46757,13606287,2025-06-21
Kochi,Smartphone,231.0,22421,5179251,2025-01-17
Hyderabad,Camera,210.0,38966,8182860,2025-10-27
Mysuru,Speaker,487.0,70033,34106071,2025-06-13
Bengaluru,Smartphone,93.0,42794,3979842,2025-07-26
Delhi,Backpack,126.0,10021,1262646,2025-04-22
Kolkata,Backpack,75.0,41715,3128625,2025-02-01
Kolkata,T-Shirt,6.0,94452,566712,2025-06-07
Ahmedabad,Camera,408.0,42647,17399976,2025-04-18
Mumbai,Keyboard,146.0,79379,11589334,2025-04-17
Chennai,Smartphone,288.0,36944,10639872,2025-12-20
Mysuru,Jeans,441.0,88494,39025854,2025-02-19
Mysuru,Speaker,216.0,89908,19420128,2025-07-11
Kochi,Backpack,102.0,26337,2686374,2025-01-26
Ahmedabad,Mouse,24.0,36468,875232,2025-07-04
Mumbai,Mouse,88.0,79330,6981040,2025-06-19
Pune,Shoes,296.0,3287,972952,2025-05-01
Surat,Jeans,439.0,75965,33348635,2025-01-15
Hyderabad,Headphones,431.0,53297,22971007,2025-01-18
Mysuru,Tablet,21.0,44722,939162,2025-11-01
Mumbai,Mouse,49.0,54905,2690345,2025-12-10
Hyderabad,Backpack,386.0,45827,17689222,2025-07-03
Jaipur,Jeans,161.0,65225,10501225,2025-10-02
Pune,Watch,357.0,60082,21449274,2025-08-28
Surat,Monitor,63.0,49508,3119004,2025-10-04
Bengaluru,Shoes,25.0,1862,46550,2025-03-04
Kolkata,Printer,353.0,95429,33686437,2025-07-08
Delhi,Smartphone,98.0,95410,9350180,2025-06-27
Mysuru,Tablet,3.0,90709,272127,2025-01-09
Mysuru,Jeans,23.0,15023,345529,2025-01-10
Mumbai,Watch,169.0,90667,15322723,2025-10-26
Patna,Keyboard,139.0,92075,12798425,2025-03-05
Lucknow,Mouse,62.0,17052,1057224,2025-06-28
Delhi,Jeans,300.0,54671,16401300,2025-11-15
Surat,Smartphone,268.0,69652,18666736,2025-04-19
Ahmedabad,Speaker,251.0,37271,9355021,2025-06-25
Bhopal,Mouse,116.0,12532,1453712,2025-05-25
Hyderabad,T-Shirt,43.0,46769,2011067,2025-09-27
Kochi,Shoes,338.0,85321,28838498,2025-12-28
Chennai,T-Shirt,40.0,10349,413960,2025-08-02
Chennai,Laptop,344.0,28829,9917176,2025-08-27
Pune,Shoes,250.0,14201,3550250,2025-06-07
Kochi,Camera,390.0,69659,27167010,2025-09-28
Kolkata,Jeans,484.0,41371,20023564,2025-12-15
Surat,Headphones,435.0,66627,28982745,2025-02-05
Chennai,Monitor,187.0,51038,9544106,2025-08-28
Lucknow,Tablet,104.0,52955,5507320,2025-04-03
Hyderabad,Keyboard,85.0,90450,7688250,2025-05-28
Lucknow,Speaker,53.0,19805,1049665,2025-08-04
Bhopal,Smartphone,124.0,2674,331576,2025-08-06
Hyderabad,Laptop,244.0,87254,21289976,2025-09-15
Kolkata,Watch,61.0,72629,4430369,2025-02-12
Pune,Shoes,78.0,52526,4097028,2025-09-14
Jaipur,Backpack,28.0,58347,1633716,2025-05-12
Mumbai,Laptop,333.0,50637,16862121,2025-12-14
Chennai,Watch,97.0,53281,5168257,2025-03-20
Hyderabad,Tablet,312.0,65199,20342088,2025-09-14
Mumbai,Speaker,26.0,85217,2215642,2025-04-04
Chennai,Smartphone,28.0,5177,144956,2025-10-09
Chennai,Smartphone,273.0,13742,3751566,2025-05-08
Mysuru,Camera,359.0,94324,33862316,2025-07-13
Pune,Smartphone,113.0,96696,10926648,2025-12-09
Ahmedabad,Shoes,88.0,27183,2392104,2025-06-21
Hyderabad,T-Shirt,306.0,38245,11702970,2025-12-01
Mumbai,Headphones,258.0,92312,23816496,2025-10-16
Bhopal,Watch,437.0,90669,39622353,2025-04-06
Kolkata,Speaker,36.0,22342,804312,2025-03-11
Mysuru,Mouse,73.0,2169,158337,2025-11-16
Pune,Backpack,11.0,23767,261437,2025-05-03
Delhi,Speaker,390.0,1775,692250,2025-10-12
Ahmedabad,Camera,1.0,64503,64503,2025-04-16
Mumbai,Laptop,420.0,2779,1167180,2025-10-22
Hyderabad,Printer,117.0,69348,8113716,2025-09-06
Patna,Headphones,397.0,12808,5084776,2025-02-10
Patna,T-Shirt,172.0,59825,10289900,2025-08-24
Kolkata,Tablet,132.0,87454,11543928,2025-08-09
Kolkata,Mouse,7.0,46719,327033,2025-05-23
Kolkata,Monitor,266.0,87523,23281118,2025-10-16
Mumbai,Watch,352.0,68566,24135232,2025-12-21
Bengaluru,Headphones,211.0,29369,6196859,2025-11-05
Kolkata,Mouse,16.0,32529,520464,2025-10-24
Bhopal,Keyboard,185.0,27541,5095085,2025-12-03
Chennai,Monitor,489.0,50016,24457824,2025-11-04
Hyderabad,Monitor,321.0,89471,28720191,2025-09-15
Mysuru,Tablet,90.0,35274,3174660,2025-11-12
Mysuru,Backpack,201.0,77720,15621720,2025-07-09
Hyderabad,Shoes,22.0,76458,1682076,2025-09-23
Kolkata,Printer,314.0,16616,5217424,2025-07-26
Ahmedabad,Camera,496.0,45981,22806576,2025-05-04
Bengaluru,Mouse,475.0,90353,42917675,2025-03-15
Surat,Headphones,268.0,38482,10313176,2025-10-18
Surat,Headphones,156.0,64309,10032204,2025-05-03
Patna,Watch,8.0,59988,479904,2025-01-07
Hyderabad,Printer,304.0,16678,5070112,2025-01-16
Hyderabad,Laptop,221.0,46670,10314070,2025-11-27
Bengaluru,Laptop,129.0,18551,2393079,2025-06-10
Patna,Printer,258.0,87705,22627890,2025-09-05
Mumbai,T-Shirt,139.0,19196,2668244,2025-12-07
Pune,Camera,471.0,11079,5218209,2025-05-08
Bengaluru,Mouse,478.0,46982,22457396,2025-04-26
Surat,Speaker,198.0,55886,11065428,2025-07-04
Mysuru,Watch,472.0,40086,18920592,2025-10-10
Delhi,Camera,224.0,89487,20045088,2025-06-26
Lucknow,Headphones,350.0,26649,9327150,2025-05-05
Pune,Tablet,103.0,39960,4115880,2025-05-03
Hyderabad,Camera,475.0,82855,39356125,2025-08-18
Delhi,Keyboard,401.0,57764,23163364,2025-02-05
Jaipur,Mouse,356.0,41559,14795004,2025-09-22
Bhopal,Backpack,240.0,46924,11261760,2025-07-15
Pune,Keyboard,237.0,4127,978099,2025-09-01
Patna,Keyboard,46.0,99571,4580266,2025-03-20
Mysuru,Watch,403.0,32304,13018512,2025-10-17
Kolkata,Headphones,318.0,71707,22802826,2025-10-10
Bengaluru,Jeans,433.0,51966,22501278,2025-03-13
Surat,Laptop,237.0,68396,16209852,2025-08-27
Bengaluru,Smartphone,29.0,35912,1041448,2025-11-04
Kolkata,Camera,50.0,38586,1929300,2025-10-16
Bhopal,Backpack,443.0,8477,3755311,2025-02-24
Lucknow,Speaker,262.0,97409,25521158,2025-12-02
Bhopal,Shoes,265.0,19394,5139410,2025-09-24
Ahmedabad,Headphones,115.0,89062,10242130,2025-11-28
Delhi,Watch,322.0,41249,13282178,2025-12-01
Patna,Mouse,320.0,90648,29007360,2025-04-04
Mumbai,Laptop,79.0,79640,6291560,2025-02-17
Mumbai,Shoes,105.0,14079,1478295,2025-08-01
Kochi,Tablet,228.0,51711,11790108,2025-01-04
Hyderabad,Keyboard,248.0,24623,6106504,2025-04-27
Kochi,Tablet,134.0,80815,10829210,2025-11-15
Kochi,Speaker,316.0,16647,5260452,2025-07-05
Surat,Laptop,95.0,19071,1811745,2025-12-22
Chennai,Headphones,262.0,97711,25600282,2025-12-18
Chennai,Mouse,246.0,38515,9474690,2025-05-22
Mumbai,Camera,253.0,48647,12307691,2025-11-09
Pune,Keyboard,358.0,14568,5215344,2025-08-14
Kochi,Keyboard,76.0,4166,316616,2025-05-15
Mumbai,Camera,200.0,1944,388800,2025-10-10
Bengaluru,Speaker,334.0,86639,28937426,2025-10-15
Bengaluru,Monitor,465.0,46994,21852210,2025-03-15
Mysuru,T-Shirt,235.0,36794,8646590,2025-01-06
Kolkata,Tablet,439.0,66456,29174184,2025-04-12
Mysuru,T-Shirt,269.0,51699,13907031,2025-09-03
Delhi,Speaker,78.0,46619,3636282,2025-11-24
Lucknow,Backpack,236.0,94240,22240640,2025-03-09
Patna,Jeans,338.0,40205,13589290,2025-07-03
Mysuru,Printer,331.0,63905,21152555,2025-07-16
Lucknow,Speaker,93.0,76002,7068186,2025-12-17
Patna,Speaker,270.0,34477,9308790,2025-03-23
Kolkata,Camera,490.0,76616,37541840,2025-06-19
Lucknow,Printer,207.0,9356,1936692,2025-01-01
Kochi,T-Shirt,82.0,30869,2531258,2025-02-22
Mumbai,Mouse,479.0,89540,42889660,2025-08-11
Patna,Shoes,396.0,96529,38225484,2025-04-04
Mysuru,Monitor,90.0,95941,8634690,2025-07-25
Pune,Monitor,33.0,8616,284328,2025-10-09
Mumbai,Laptop,434.0,98795,42877030,2025-02-15
Patna,Backpack,311.0,83244,25888884,2025-01-06
Kolkata,Smartphone,358.0,59418,21271644,2025-07-05
Surat,Camera,285.0,26679,7603515,2025-04-09
Ahmedabad,Mouse,348.0,37998,13223304,2025-04-07
Bhopal,Headphones,223.0,69775,15559825,2025-04-03
Lucknow,Laptop,323.0,88142,28469866,2025-02-07
Bengaluru,Jeans,72.0,1186,85392,2025-06-25
Pune,Camera,280.0,9932,2780960,2025-06-06
Surat,T-Shirt,491.0,95957,47114887,2025-11-17
Ahmedabad,Shoes,427.0,27694,11825338,2025-10-27
Ahmedabad,Tablet,181.0,47225,8547725,2025-10-18
Kochi,Headphones,411.0,9302,3823122,2025-08-14
Surat,Keyboard,448.0,9788,4385024,2025-10-03
Delhi,Jeans,265.0,39589,10491085,2025-02-04
Ahmedabad,Shoes,27.0,79338,2142126,2025-09-11
Bengaluru,Shoes,421.0,38497,16207237,2025-05-13
Bhopal,Backpack,35.0,21191,741685,2025-05-03
Jaipur,Camera,124.0,68363,8477012,2025-10-17
Hyderabad,Keyboard,317.0,7924,2511908,2025-09-23
Mysuru,Smartphone,299.0,62232,18607368,2025-05-21
Bengaluru,Laptop,174.0,55734,9697716,2025-05-07
Kolkata,Monitor,392.0,8284,3247328,2025-03-07
Jaipur,Printer,376.0,43702,16431952,2025-11-02
Chennai,Mouse,38.0,74405,2827390,2025-10-23
Kochi,Jeans,414.0,5134,2125476,2025-06-03
Pune,Camera,379.0,80772,30612588,2025-02-18
Ahmedabad,Headphones,139.0,95308,13247812,2025-01-04
Bengaluru,Mouse,260.0,30023,7805980,2025-11-12
Pune,Mouse,156.0,30352,4734912,2025-01-02
Bengaluru,Jeans,401.0,26212,10511012,2025-09-20
Kochi,Keyboard,350.0,90100,31535000,2025-12-01
Jaipur,Mouse,27.0,51241,1383507,2025-07-23
Delhi,Keyboard,360.0,56445,20320200,2025-09-05
Mumbai,Mouse,61.0,81194,4952834,2025-06-12
Chennai,Backpack,224.0,8092,1812608,2025-04-08
Mumbai,Camera,6.0,30269,181614,2025-07-24
Patna,Monitor,414.0,70783,29304162,2025-10-02
Patna,Laptop,448.0,94849,42492352,2025-04-27
Bengaluru,Smartphone,30.0,17108,513240,2025-08-06
Hyderabad,Laptop,161.0,46331,7459291,2025-10-21
Mysuru,Shoes,150.0,17502,2625300,2025-10-13
Ahmedabad,Speaker,63.0,86560,5453280,2025-02-03
Hyderabad,Tablet,106.0,65371,6929326,2025-12-24
Kochi,Backpack,460.0,29373,13511580,2025-08-23
Hyderabad,Backpack,400.0,72773,29109200,2025-05-28
Surat,Shoes,270.0,35566,9602820,2025-06-23
Jaipur,Tablet,54.0,7577,409158,2025-06-14
Bhopal,Camera,249.0,37171,9255579,2025-02-07
Mysuru,Headphones,431.0,68787,29647197,2025-04-10
Bhopal,Tablet,108.0,16588,1791504,2025-06-24
Kochi,Jeans,73.0,5201,379673,2025-04-23
Ahmedabad,Speaker,392.0,59975,23510200,2025-02-01
Ahmedabad,Printer,18.0,35928,646704,2025-05-19
Pune,Watch,424.0,11574,4907376,2025-01-09
Kochi,Camera,197.0,65427,12889119,2025-01-28
Pune,Keyboard,228.0,6321,1441188,2025-04-07
Pune,Headphones,338.0,57003,19267014,2025-09-02
Surat,Watch,17.0,71481,1215177,2025-06-01
Mysuru,Camera,387.0,44568,17247816,2025-05-26
Patna,Camera,111.0,99754,11072694,2025-01-11
Bhopal,Printer,319.0,57395,18309005,2025-07-26
Bhopal,Monitor,377.0,99118,37367486,2025-01-26
Mumbai,Tablet,199.0,95041,18913159,2025-11-10
Kochi,Tablet,238.0,56052,13340376,2025-10-24
Lucknow,Jeans,266.0,34591,9201206,2025-03-13
Ahmedabad,T-Shirt,474.0,31724,15037176,2025-03-01
Hyderabad,Jeans,350.0,36465,12762750,2025-02-08
Patna,Tablet,152.0,44741,6800632,2025-10-13
Bengaluru,Camera,141.0,47908,6755028,2025-05-22
Hyderabad,Jeans,335.0,80191,26863985,2025-01-04
Hyderabad,Camera,339.0,42572,14431908,2025-05-28
Delhi,Mouse,237.0,2763,654831,2025-08-01
Ahmedabad,Laptop,495.0,47518,23521410,2025-08-21
Kochi,Tablet,112.0,54057,6054384,2025-01-19
Mumbai,Watch,460.0,80496,37028160,2025-09-11
Mumbai,Mouse,93.0,34317,3191481,2025-05-09
Kochi,Mouse,66.0,30308,2000328,2025-11-06
Delhi,Printer,317.0,86480,27414160,2025-01-08
Mumbai,Speaker,20.0,24650,493000,2025-11-17
Kochi,Mouse,297.0,42093,12501621,2025-01-18
Bhopal,Shoes,32.0,94157,3013024,2025-05-09
Bengaluru,Speaker,433.0,46812,20269596,2025-09-23
Bengaluru,Camera,121.0,46339,5607019,2025-02-03
Jaipur,Mouse,58.0,67482,3913956,2025-02-08
Chennai,Backpack,293.0,49174,14407982,2025-11-14
Mumbai,Speaker,219.0,37604,8235276,2025-03-01
Kolkata,Camera,404.0,47723,19280092,2025-06-14
Mysuru,Speaker,192.0,62193,11941056,2025-05-20
Bengaluru,Headphones,189.0,6347,1199583,2025-05-05
Mysuru,Camera,14.0,14424,201936,2025-10-07
Patna,Backpack,262.0,94317,24711054,2025-12-17
Patna,Camera,365.0,45595,16642175,2025-04-13
Kochi,Camera,17.0,86622,1472574,2025-12-05
Pune,Jeans,333.0,10781,3590073,2025-02-08
Lucknow,Tablet,295.0,83117,24519515,2025-09-24
Pune,Tablet,376.0,16391,6163016,2025-09-26
Bengaluru,Camera,242.0,86902,21030284,2025-09-17
Ahmedabad,Backpack,138.0,26062,3596556,2025-10-10
Mysuru,Shoes,169.0,32360,5468840,2025-06-08
Ahmedabad,Backpack,384.0,15627,6000768,2025-12-08
Ahmedabad,T-Shirt,491.0,54229,26626439,2025-06-03
Kolkata,Tablet,259.0,10519,2724421,2025-06-21
Ahmedabad,Camera,118.0,59347,7002946,2025-07-08
Lucknow,Printer,424.0,16920,7174080,2025-09-08
Patna,Monitor,209.0,88856,18570904,2025-10-22
Delhi,Camera,134.0,38102,5105668,2025-06-11
Mumbai,Smartphone,210.0,55684,11693640,2025-09-05
Lucknow,Mouse,324.0,26465,8574660,2025-03-15
Bengaluru,Headphones,62.0,55370,3432940,2025-05-25
Jaipur,T-Shirt,477.0,62085,29614545,2025-12-04
Delhi,Printer,18.0,57047,1026846,2025-01-23
Delhi,Smartphone,68.0,67988,4623184,2025-09-13
Mysuru,Keyboard,182.0,17205,3131310,2025-07-23
Jaipur,Shoes,365.0,38955,14218575,2025-02-11
Mysuru,Printer,460.0,44624,20527040,2025-10-20
Lucknow,Smartphone,370.0,6429,2378730,2025-02-24
Mysuru,Backpack,487.0,59337,28897119,2025-07-21
Ahmedabad,T-Shirt,428.0,57606,24655368,2025-05-25
Ahmedabad,T-Shirt,69.0,96633,6667677,2025-03-24
Patna,Camera,470.0,67264,31614080,2025-02-05
Mysuru,Laptop,304.0,78232,23782528,2025-06-22
Surat,Mouse,195.0,42500,8287500,2025-08-06
Jaipur,T-Shirt,302.0,37108,11206616,2025-02-08
Hyderabad,Mouse,175.0,6829,1195075,2025-10-17
Mysuru,Tablet,297.0,67114,19932858,2025-07-10
Kolkata,Keyboard,164.0,99760,16360640,2025-03-05
Bengaluru,Printer,484.0,96788,46845392,2025-12-07
Pune,Tablet,143.0,75884,10851412,2025-10-11
Mumbai,Backpack,146.0,22204,3241784,2025-02-10
Hyderabad,Mouse,225.0,29812,6707700,2025-03-10
Mysuru,Watch,311.0,99258,30869238,2025-02-08
Surat,Watch,73.0,13079,954767,2025-04-18
Kochi,Tablet,387.0,22631,8758197,2025-01-20
Mysuru,Laptop,492.0,71256,35057952,2025-09-26
Chennai,Laptop,251.0,3878,973378,2025-06-07
Hyderabad,Camera,219.0,96456,21123864,2025-08-17
Delhi,Printer,233.0,39158,9123814,2025-02-23
Bhopal,Monitor,433.0,16220,7023260,2025-08-14
Ahmedabad,Watch,45.0,18433,829485,2025-05-24
Surat,Smartphone,496.0,46862,23243552,2025-02-24
Patna,Shoes,373.0,10245,3821385,2025-06-06
Jaipur,Backpack,142.0,59936,8510912,2025-11-24
Jaipur,Speaker,398.0,10210,4063580,2025-12-23
Kolkata,Monitor,474.0,5527,2619798,2025-07-04
Mysuru,T-Shirt,407.0,68827,28012589,2025-06-07
Kochi,Tablet,339.0,82561,27988179,2025-01-21
Surat,Laptop,126.0,18440,2323440,2025-10-13
Kochi,Shoes,345.0,26147,9020715,2025-05-16
